0,4.7941e+06
1,5.0187e+06
2,2.0457e+06
3,9.254e+06
4,6.9296e+06
5,7.7839e+06
6,5.2557e+06
7,9.1484e+06
8,1.0805e+07
9,-5.3798e+05
10,1.8568e+07
11,6.1647e+06
12,-5.0122e+06
13,1.0361e+07
14,8.7391e+06
15,6.9965e+06
16,-1.1087e+06
17,2.2967e+06
18,1.8039e+07
19,1.195e+07
20,7.9087e+06
21,-4.1207e+06
22,1.8912e+06
23,2.347e+06
24,1.0942e+07
25,6.9748e+06
26,2.6097e+06
27,7.8986e+06
28,6.302e+06
29,5.0068e+06
30,2.2476e+07
31,1.3239e+07
32,2.6413e+06
33,2.9756e+06
34,2.8317e+06
35,2.8273e+06
36,8.9607e+05
37,2.114e+07
38,8.7542e+05
39,-3.9254e+06
40,9.9196e+06
41,4.5648e+06
42,2.5759e+07
43,4.4647e+06
44,1.3791e+07
45,4.8904e+06
46,9.1683e+06
47,1.3383e+06
48,-2.3389e+06
49,7.2399e+06
50,2.4333e+06
51,5.8011e+06
52,5.6721e+06
53,5.3077e+06
54,3.9523e+06
55,9.748e+06
56,-3.2973e+06
57,1.227e+07
58,2.2506e+06
59,1.4505e+05
60,6.164e+06
61,3.8761e+06
62,5.5656e+05
63,-7.9677e+06
64,1.0525e+07
65,4.7034e+06
66,9.8945e+06
67,1.193e+06
68,3.5318e+06
69,3.2203e+06
70,1.6058e+06
71,-2.0453e+05
72,-1.0771e+06
73,5.3577e+06
74,8.5262e+06
75,1.5426e+06
76,8.1237e+06
77,4.3226e+06
78,-3.0957e+06
79,5.9404e+05
80,8.4144e+06
81,5.2713e+06
82,5.1386e+06
83,4.4545e+06
84,6.3887e+06
85,3.4651e+06
86,-2.1075e+06
87,3.7392e+06
88,2.0912e+05
89,1.3388e+07
90,6.027e+06
91,8.85e+06
92,4.6271e+06
93,5.8595e+06
94,5.8765e+06
95,3.6805e+06
96,1.7366e+06
97,3.2966e+06
98,3.9091e+06
99,7.9494e+06
100,1.0896e+06
101,3.4822e+06
102,2.7347e+06
103,6.9846e+06
104,4.6868e+06
105,1.903e+06
106,6.1315e+06
107,6.3113e+06
108,4.498e+06
109,1.6838e+07
110,1.8338e+07
111,2.0554e+07
112,1.0665e+07
113,5.1519e+06
114,1.1626e+07
115,-4.1569e+06
116,3.5994e+06
117,1.3707e+07
118,7.3379e+06
119,-2.6122e+06
120,4.0604e+06
121,2.9204e+06
122,6.5824e+06
123,7.9753e+06
124,3.9461e+06
125,-1.6236e+07
126,7.0378e+06
127,2.8128e+06
128,2.081e+07
129,7.151e+06
130,3.1885e+06
131,2.6673e+07
132,9.1854e+06
133,1.4882e+07
134,-4.7798e+06
135,4.802e+06
136,1.834e+06
137,-2.9556e+06
138,8.5307e+06
139,3.0603e+06
140,1.2929e+06
141,6.5131e+06
142,-1.0521e+05
143,2.8517e+06
144,1.5029e+07
145,-1.3671e+06
146,8.6445e+05
147,2.3916e+06
148,7.7653e+06
149,6.1454e+06
150,3.8204e+06
151,3.5172e+06
152,1.572e+06
153,1.7587e+07
154,4.9852e+06
155,4.7834e+06
156,3.3567e+06
157,6.3018e+06
158,1.8221e+07
159,3.0803e+06
160,5.0013e+06
161,3.0229e+06
162,-1.0154e+07
163,4.3117e+06
