0,0.0088974
1,3.6461
2,671.51
3,5.1896e-11
4,13.982
5,4.1465e-23
6,1.3036e-32
7,4.181e-26
8,5.0086e-40
9,0
10,5.5173e-109
11,2.0126e-13
12,9.0094e-08
13,1.8216e-17
14,4.1981e-16
15,4.9565e-27
16,7.1118e-160
17,8.9835e-33
18,1.1668e-127
19,1.3156e-52
20,5.263e-12
21,2.4888e-23
22,9.6593e-19
23,574.53
24,1.3047e-166
25,2.5795
26,0.032157
27,3.4592e-11
28,3.8437
29,2.6096e-61
30,2.5535e-221
31,3.5772e-95
32,31.671
33,2.9238e-16
34,6.7051e-20
35,3.1897e-160
36,973.41
37,1.2587e-238
38,91.296
39,6.9621e-57
40,1.7014e-31
41,7.1138e-24
42,0
43,1.096e-25
44,2.9479e-63
45,5.7307
46,2.7117e-30
47,1.3417e-62
48,1.185e-57
49,1.4848e-32
50,4.9569e-23
51,4.6334e-15
52,44.762
53,1.1967e-13
54,1320.8
55,4.7767e-23
56,2.5982e-40
57,2.8247e-58
58,8.4492e-51
59,1.1349e-23
60,7.1837e-15
61,892.93
62,0
63,7.0111e-67
64,1.193e-32
65,0.13719
66,5.286e-30
67,5.9222e-45
68,1.2563e-86
69,1.3008e-06
70,2.1593e-37
71,3.7687e-21
72,3.6468e-18
73,8.3685e+06
74,1.8121e-30
75,1.1816e-12
76,1.5783e-10
77,1.7085e-11
78,8.8674e-32
79,4.0381e-25
80,2.8332e-54
81,3.2039
82,6.7372e-288
83,3.5318e-30
84,2.1345e-27
85,6.1118e+05
86,3.5591e-40
87,6.2457e-13
88,1.1042e-56
89,1.4581e-159
90,11.618
91,3.4575e-32
92,207.9
93,1.2193e-19
94,74116
95,3.8837e-20
96,7.3834e-64
97,109.87
98,6.5979e-11
99,4.866e-51
100,65.15
101,101.01
102,2.5122e-104
103,8.8538e-25
104,23327
105,6.4519e-36
106,7.475e-75
107,0.0067399
108,1.3136
109,1.3836e-48
110,1.7072e-184
111,1.2552e-315
112,2.1827e-20
113,1.2739e-19
114,2.5384e-32
115,4.4639e-87
116,6.3356e-11
117,1.2971e-43
118,4.977e-07
119,0
120,9.6675e-10
121,1.1185e-12
122,9.1184e-11
123,1.8254e-14
124,1085.8
125,5.0792e-214
126,0
127,6.0903e-09
128,0
129,3.9194e-108
130,0.3056
131,0
132,1.1591e-07
133,0
134,1.7122e-155
135,0
136,6.7937e-18
137,1.294e-269
138,2.8977e-281
139,0.8504
140,8.2366e-72
141,69586
142,1.2661e-41
143,7.7354e-42
